,budget,popularity,revenue,runtime,vote_count,release_date,Action,Adventure,Fantasy,ScienceFiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Horror,Romance,Mystery,War,Music,History,Rating
114,0.34210527315789474,0.09689561610500368,0.226597022618903,0.8108108208108109,0.2289937481680501,0.2779278663483235,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.6
487,0.05263158894736842,0.07200430370253239,0.030024528739606444,0.864864874864865,0.15880298072957622,0.04155411773875735,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,6.6
137,0.3157894836842105,0.07745503885640714,0.10264425520033453,1.117117127117117,0.34949760720401923,0.13721596423486412,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,7.0
537,0.039473694210526315,0.028980134897525236,0.012386744382373562,0.963963973963964,0.10106306519149555,0.28722390957095184,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.9
89,0.39473685210526316,0.49686929297530097,0.1358906428370388,1.081081091081081,0.6863987285088103,0.07659304988558716,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,8.1
50,0.47368422052631576,0.0489019108376886,0.12795823396179096,0.981981991981982,0.17693316858453473,0.04377881184331797,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.3
207,0.34210527315789474,0.05784912285313968,0.04226439542915656,0.945945955945946,0.09225281326197757,0.11226760891943428,1.00000001,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1.00000001,5.5
418,0.0763157994736842,0.023517617536790096,0.02820562038108868,0.8198198298198198,0.03138198174894423,0.05037344079612268,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.4
376,0.09210527315789473,0.05741129110358452,0.03901001106031816,0.8198198298198198,0.10645115314839085,0.04822820005243922,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.7
268,0.15473685210526314,0.10015033576554871,0.1945173034656624,1.1981982081981981,0.3253968353968254,0.08874941409979342,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,7.3
380,0.10526316789473683,0.06891228444270413,0.06238622739239879,0.981981991981982,0.24879861200961118,0.1794056988606388,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.7
193,0.13157895736842104,0.06598624007145769,0.014719613983333525,0.8558558658558559,0.14125528886995775,0.15429843682345462,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.1
282,0.1368421152631579,0.030034703050194,0.07353022992846785,0.954954964954955,0.060579593515363336,0.3362466332321627,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,5.8
38,0.6578947468421054,0.1350968796024152,0.26824683220276313,1.18018019018018,0.43920199048638414,0.10543461988399809,1.00000001,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,8.0
236,0.17105264157894737,0.04154012186767214,0.09874351696989198,1.3423423523423423,0.10404835716761322,0.14929287508819322,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,7.4
130,0.34210527315789474,0.10335667950159667,0.0992024495461879,1.081081091081081,0.1930246204558031,0.15668203764976957,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.7
540,0.039473694210526315,0.022784085345860513,0.0012673239331891498,0.8828828928828829,0.021115489831076164,0.27284285125218494,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,6.1
139,0.3026315889473684,0.06918298688080678,0.059040262608443084,1.027027037027027,0.11089268511285859,0.05045289415699984,1.00000001,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.1
317,0.11710527315789473,0.0709478877867951,0.08333108508530289,1.081081091081081,0.2492354840061162,0.151597022553631,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.7
340,0.11052632578947368,0.09403030536036144,0.03861970344668483,0.9729729829729731,0.11183924110528615,0.0899412145129509,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.3
444,0.15789474684210525,0.04650426148886913,0.049350363647380525,0.864864874864865,0.08103976535168195,0.3155887594040998,1e-08,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.2
450,0.06578948368421052,0.025882940756979403,0.014050089099860693,1.00000001,0.03953692568370468,0.0876370670475131,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.0
364,0.10000001,0.037760539100856486,0.03237043831734715,1.108108118108108,0.1657929326736566,0.12569522690767518,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,8.1
377,0.09210527315789473,0.0365639197288087,0.04036801192541292,1.126126136126126,0.08926752128585991,0.11973622484188781,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,7.5
345,0.10526316789473683,0.08311078646907895,0.045219194984722155,0.8738738838738739,0.12341634901266928,0.10042905814873669,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.1
135,0.3026315889473684,0.07704277145236454,0.10263425794458339,0.981981991981982,0.25040047599679627,0.12776101429048148,1.00000001,1e-08,1e-08,1.00000001,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.6
348,0.09210527315789473,0.02624574760532433,1e-08,1.036036046036036,0.03473133372214941,0.2856348423534085,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.7
325,0.10526316789473683,0.041461946044176655,0.11383752987422215,0.9729729829729731,0.13135285694917723,0.24916574971078975,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,6.7
442,0.06578948368421052,0.044264887062407915,0.05300657047993043,0.963963973963964,0.09691278122469782,0.20157318654536788,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,6.2
626,1e-08,0.04296810749078946,0.00012069730758822446,0.954954964954955,0.07739916538080675,0.10034960478785952,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.3
125,0.32894737842105265,0.051844005004801935,0.2754053450884017,1.3423423523423423,0.19688365642493083,0.33743843364532017,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,6.6
36,0.5263157994736842,0.08222019441732596,0.13319859370235035,1.036036046036036,0.17933596456531237,0.2501191900413157,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.6
0,0.6236842205263159,0.17211951396089922,1.00000001,1.4594594694594594,0.8591816031265473,0.23391070442237405,1.00000001,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.8
322,0.11052632578947368,0.038947659941018946,0.016578836333057307,0.918918928918919,0.0673511094611912,0.1732083367122199,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.6
251,0.17105264157894737,0.07459468332034058,0.15158383756318927,1.0540540640540539,0.3638415710892675,0.32107104130462416,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,7.7
503,0.04736843105263158,0.018338005859289963,0.03189540618506708,0.8468468568468469,0.02344547381243629,0.051565241209280153,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,6.0
272,0.15789474684210525,0.0024527455707758655,0.107687184921929,0.8738738838738739,0.09924276520605796,0.212219936902908,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,5.9
390,0.08421053631578947,0.04372515489803304,0.04520908474333806,0.963963973963964,0.17176351662589195,0.13221040249960272,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.6
302,0.13552632578947368,0.04059492870327608,0.01976796055898776,0.900900910900901,0.0617445855060434,0.2989035536198951,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,7.7
108,0.3684210626315789,0.0852445237660568,0.13291766227905094,1.117117127117117,0.5131061698951508,0.1871126748657238,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.9
463,0.06210527315789474,0.06555918598636407,0.036726216679359325,0.7927928027927929,0.25848260793213923,0.23899571951851262,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,7.7
147,0.2894736942105263,0.09851566039530094,0.06429309201735024,1.09009010009009,0.145478384836173,0.052677588261560465,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.7
472,0.05263158894736842,0.0299924081539998,0.014931126316378749,1.036036046036036,0.03618757371049949,0.28523757554902274,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.6
270,0.15789474684210525,0.022533217471569437,1e-08,1.072072082072072,0.028251065773991557,0.05974893737962816,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.8
448,0.05263158894736842,0.012373031950757084,0.012155527713626232,0.945945955945946,0.04885686160914519,0.3422850886588273,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,6.4
593,0.012894746842105263,0.05511312806427544,0.01582052088288969,0.7297297397297298,0.08220475734236202,0.04203083790402034,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,6.4
466,0.057894746842105264,0.015343787611758522,0.027658956074886772,0.8468468568468469,0.016237085870103394,0.15715875781503258,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.4
190,0.22368422052631579,0.09189214258502505,0.10356941850744592,1.2522522622522523,0.3395223632838212,0.11036072825838232,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.7
164,0.27631579947368423,0.038336561789547204,0.04796284555469072,1.027027037027027,0.057011805543905635,0.06038456426664548,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.3
355,0.1031579047368421,0.07349714638141731,0.031119091226858995,1.135135145135135,0.20780545633755643,0.12823773445574446,1.00000001,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.0
