,budget,popularity,revenue,runtime,vote_count,release_date,Action,Adventure,Fantasy,ScienceFiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TVMovie,vote_average
2260,1e-08,0.022940934943572203,1e-08,0.2988165780473373,0.02079698498545666,0.07050741245930692,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.9
3796,1e-08,0.0006817159667577074,1e-08,0.27218935911242603,0.0005090268702734148,0.20448783615808272,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.7
2647,0.039473694210526315,0.022743712824947818,0.0012673239331891498,0.28994083840236684,0.021087851768470042,0.09362816933691413,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.0
1996,0.06052632578947369,0.009024747000294906,1e-08,0.2869822585207101,0.008580580098894706,0.16688934118848325,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.0
735,1e-08,0.024611353203587472,1e-08,0.28994083840236684,0.03512217404886562,0.1520026274441748,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.3
1341,0.09605264157894736,0.003181704245972965,0.007831831532419354,0.34023669639053256,0.0016724940023269343,0.09000191855304414,1.00000001,1e-08,1.00000001,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.3
3297,0.057894746842105264,0.014725334680156344,0.000148309561543254,0.2869822585207101,0.007489829662594531,0.10401615090574474,1.00000001,1e-08,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.8
1781,0.07368422052631578,0.07002162723861839,0.01907542821380061,0.3343195366272189,0.08224259289703316,0.032745327228780985,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.2
4632,0.0006579047368421053,0.0016665257098117804,0.001501797457641861,0.2692307792307692,0.0016724940023269343,0.16269052449137061,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.3
4659,1e-08,0.000196792410743683,1e-08,0.31952663721893493,0.00014544339150668992,0.029637112271178125,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.5
3571,0.013157904736842104,0.06790286797616475,0.019798781963603147,0.34615385615384614,0.20986039394415357,0.042996983580172864,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,7.9
950,0.13157895736842104,0.03280749553670867,0.01597857487074438,0.41420119343195266,0.04232112692844677,0.19347275858903398,1.00000001,1.00000001,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.8
1373,0.07105264157894736,0.03355700560076834,0.08320636939154427,0.47928995082840237,0.03941245909831297,0.21043161563841098,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,7.0
835,0.14473685210526316,0.037501698092803674,0.06720377624285898,0.2781065188757396,0.05461024851076207,0.06516346393570903,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.7
2714,0.03684211526315789,0.005594492170904733,1.668703810811746e-05,0.4408284123668639,0.006253645834787667,0.06230063436949587,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.1
1920,0.06578948368421052,0.05929207654315215,0.00827024089618769,0.41420119343195266,0.0924956469982548,0.06287320028273849,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.7
3817,0.0025465521052631577,0.023464420309674213,0.0015315930244469628,0.2988165780473373,0.030759172303664924,0.07623307159173323,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.0
2159,0.05263158894736842,0.019686523293017375,0.006250088267210381,0.3224852171005917,0.043121010581733565,0.0647817533268806,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.0
2980,0.02631579947368421,0.061361697022314844,0.042535650260691685,0.31065089757396447,0.09496801465386852,0.015023048961747144,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.1
3557,0.013157904736842104,0.016848915882018575,0.023057082091663537,0.257396459704142,0.025087270034904015,0.15134826640046894,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,6.1
4286,0.039473694210526315,0.00018949440202249406,1e-08,0.257396459704142,0.00014544339150668992,0.06554517454453744,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.8
3276,0.02105264157894737,0.01501066055289183,0.002328317492180586,0.2988165780473373,0.04886562954624782,0.07459716898246857,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.9
1842,0.06578948368421052,0.03901460271106753,0.04188236948307627,0.3136094774556213,0.08893252890634089,0.1315265797848788,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.2
2134,0.05210527315789474,0.023197951623479502,0.014812361916657987,0.3047337378106509,0.036721941355439214,0.03296344757668294,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.5
1425,0.09210527315789473,0.022720511096126078,0.029443404174039026,0.3136094774556213,0.06988075461896451,0.06251875471739782,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.6
25,0.5263157994736842,0.11423942834847649,0.6617852657061093,0.5739645070414202,0.5498836632867947,0.20037081459143333,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.5
2524,0.039473694210526315,0.0043704607829801135,0.02409743765907169,0.3698224952071006,0.004872028615474113,0.37663932073970063,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,7.2
3004,0.02631579947368421,0.016610043719255806,0.010994728026754113,0.38461539461538463,0.05984585060500291,0.1806309231063064,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.8
4569,1e-08,0.00015615883417365793,1e-08,1e-08,1e-08,0.036998674012869104,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.0
1896,0.06578948368421052,0.029520972647780606,0.007459517687873711,0.27514793899408285,0.0477021624141943,0.13807019022193745,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.5
2777,0.007894746842105263,0.0014608749050587025,0.00043043145886097314,0.257396459704142,0.0007271769575334497,0.24533087130272377,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.5
798,0.15263158894736842,0.0017719722279966334,0.015782130158235683,0.3520710159171598,0.12056429155904595,0.04550536758104534,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.1
3412,0.017894746842105264,0.005328251904388307,1e-08,0.2988165780473373,0.005308328789994182,0.14564987231153037,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.1
4374,1e-08,0.0010830801781600966,1e-08,0.2869822585207101,0.0007271769575334497,0.20912289355099925,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.7
487,0.21052632578947367,0.01576171701817349,0.012003018630215318,0.3136094774556213,0.019415367766143107,0.17070644727676745,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.4
1118,0.10526316789473683,0.05036067410760106,0.018318319378456002,0.27514793899408285,0.07598895706224548,0.0693895456763094,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.3
3985,0.007368431052631579,0.010359804057046477,0.006875993163988596,0.2603550395857988,0.013961615584642234,0.29514410575483274,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.3
281,0.2631579047368421,0.0483806855101972,0.09557690163415265,0.4644970514201183,0.10922048702152413,0.10123511646999482,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.4
3600,0.013157904736842104,0.010624207829349499,0.006373388591738441,0.2603550395857988,0.015197799412449099,0.2907544337533059,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.9
2614,1e-08,0.0001334904653007067,1e-08,0.28994083840236684,0.0002181600872600349,0.1983259363298525,1e-08,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.7
3667,1e-08,0.0012980824845421407,1e-08,0.3224852171005917,0.0005090268702734148,0.04057039470976361,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,4.1
4526,1e-08,9.477904032344545e-05,1e-08,0.2988165780473373,0.00029087678301337985,0.14856723196471902,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.8
4774,7.106263157894736e-05,3.177289836384755e-05,1e-08,0.1893491224260355,0.0006544602617801048,0.46805901155410745,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.0
102,0.42105264157894734,0.14537134932981816,0.2343746311338406,0.40532545378698226,0.28970332588132636,0.021130418703001884,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.6
2097,0.08421053631578947,0.015521900340041007,0.03512192148181333,0.28106509875739644,0.01607039976148924,0.1289364006535431,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.2
2631,1e-08,0.001696396151141041,1e-08,0.8165680573372781,0.0008726103490401397,0.10366170534040406,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.0
3419,2.8421052631578947e-08,5.763571643760713e-05,1.2510791843355678e-08,0.24260356029585797,0.0004363101745200698,0.08362189837691196,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,5.2
4214,0.005263167894736842,0.011047516319244674,0.007955428847754029,0.31952663721893493,0.009380463752181501,0.10562478847152165,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.7
3857,0.009210536315789473,0.0036068206776217657,1e-08,0.27218935911242603,0.0026905277428737637,0.03814380583935437,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.3
4300,0.003157904736842105,0.07643593390314911,0.005258686684425783,0.29289941828402366,0.26883363420011636,0.25225619234861085,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,8.0
1140,0.0868421152631579,0.008752498154141206,0.005021593686711354,0.2958579981656805,0.010762080971495055,0.08144069489789241,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.8
1479,0.13157895736842104,0.014391941312421065,0.028679924025049628,0.2988165780473373,0.007998846532867946,0.16735284692777488,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.3
1776,1e-08,0.0006263767312997278,1e-08,0.39349113426035504,0.0004363101745200698,0.11271369977833519,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,6.9
4761,1e-08,0.0011082463162150886,1e-08,0.28402367863905326,0.00014544339150668992,0.042642538014832185,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.8
2125,0.05263158894736842,0.01588310837200099,0.014040300239832548,0.30177515792899406,0.02057883489819663,0.11173215821277639,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.2
1395,0.0868421152631579,0.046501257534059676,0.036939088785530004,0.2958579981656805,0.15015998673065736,0.1573465759677727,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.4
4643,0.0006579047368421053,0.024926951536286,0.0012705972883837874,0.26627219934911245,0.027705071082024434,0.06153721315183903,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.4
3974,0.007631588947368421,0.0067714394105445755,0.002007462685149066,0.3343195366272189,0.009162313664921465,0.1987621770256564,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.6
3982,1e-08,0.0007853808114519417,1e-08,0.26331361946745563,0.0008726103490401397,0.022030165138097448,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.3
2044,0.057894746842105264,0.004985493329843366,0.004862333442718205,0.28106509875739644,0.005599195573007563,0.17108815788559587,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.1
4749,1e-08,0.0018032725765119552,1e-08,0.28994083840236684,0.0016724940023269343,0.22305533077323664,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.3
4688,1e-08,0.03579224862026154,1e-08,0.257396459704142,0.049956379982547996,0.10518854777571775,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.7
1220,0.10526316789473683,0.029215197503346706,0.03465564448069104,0.363905335443787,0.034467723787085514,0.1876925693696322,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.1
1216,0.10526316789473683,0.02016836204127617,0.05233080233319682,0.28402367863905326,0.04028505944735311,0.10848761803773481,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,6.2
952,0.13157895736842104,0.023223385012558086,0.04275843246226809,0.3076923176923077,0.031559055956951715,0.23510647999481962,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.5
315,0.2578947468421053,0.04781165554444204,0.15531518091770524,0.38461539461538463,0.160413040831879,0.16609865492733866,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.0
1836,0.06578948368421052,0.03487723365200568,0.020267503758611763,0.38461539461538463,0.045520661541593954,0.2391962365179813,1.00000001,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,7.4
506,0.20000001,0.15633809444551017,0.34819729895694024,0.28994083840236684,0.3371873282082606,0.04501459679826594,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.0
4514,0.0003421152631578947,0.017830286766816077,0.01960856042802048,0.23372782065088757,0.022905769162303666,0.1334896629159964,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.4
2308,0.039473694210526315,0.0174312775622968,0.01677590228720496,0.27514793899408285,0.027705071082024434,0.12471031891294271,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.0
1095,2.994736842105263e-07,0.011364465754340254,1e-08,0.33727811650887574,0.014761499237929028,0.10985087021212203,1.00000001,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.6
3137,3.631578947368421e-08,0.0114365595732004,0.0035868554905081097,0.29289941828402366,0.008653296794648052,0.04242441766693023,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.9
720,0.15789474684210525,0.04433724947543626,0.04933764146511024,0.3136094774556213,0.09634963187318207,0.06290046532622624,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.2
1178,0.10526316789473683,0.0283957361970092,0.05421930123318323,0.26627219934911245,0.052065164159395,0.09875399751261008,1.00000001,1e-08,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.2
3421,0.01710527315789474,0.007820070753809723,0.019446242039562123,0.31952663721893493,0.008435146707388015,0.30316002854022955,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,6.8
799,0.15789474684210525,0.0024483994159891866,0.107687184921929,0.2869822585207101,0.09911286631180918,0.07282494115576518,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.8
3332,0.019210536315789475,0.019221339765600698,0.0037051306445039676,0.3047337378106509,0.025305420122164052,0.08105898428906398,1.00000001,1e-08,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.7
2815,0.031578957368421055,0.025621961807205385,0.034720674348118506,0.3343195366272189,0.04908377963350786,0.35433651516672576,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.3
4024,0.006578957368421052,0.02937791797166461,0.0024586530554537283,0.28106509875739644,0.07620710714950552,0.04397852514573166,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.8
636,0.17105264157894737,0.016728192655750058,0.06200045104067362,0.3076923176923077,0.021596868638743456,0.15107561596559152,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.5
3988,0.005263167894736842,0.017532832951262078,0.0019243016724516356,0.28106509875739644,0.013816182193135544,0.10273469386182076,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.4
2024,0.057894746842105264,0.04023295215949483,0.027883389660127,0.5650887673964498,0.052065164159395,0.3494288073389317,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,7.4
4420,1e-08,0.008231171353998987,1e-08,0.2455621401775148,0.005671912268760907,0.059219684455380756,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.9
403,0.22368422052631579,0.0365976289955312,0.04924685661232273,0.38461539461538463,0.05177429737638162,0.2443765947806527,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.1
3893,0.007894746842105263,0.024677590341896403,0.010760264186784226,0.257396459704142,0.026250737166957534,0.32036427098099624,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.7
