,budget,popularity,revenue,runtime,vote_count,release_date,Action,Adventure,Fantasy,ScienceFiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TVMovie,vote_average
3876,1e-08,0.015346429485281268,0.010335354633388517,0.378698234852071,0.012652715061082025,0.0923194472495024,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.8
3055,0.02631579947368421,0.03524868630653672,0.0034563979744882904,0.2988165780473373,0.05090169702734148,0.05504813280175587,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.3
1685,0.07894737842105262,0.009234871404447186,0.013284252393384032,0.37573965497041417,0.01156196462478185,0.17643210640919377,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.9
3193,0.01578948368421053,0.005847088930037228,0.005146605653907484,0.28994083840236684,0.015561382891215824,0.03658969836055294,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.8
103,0.39473685210526316,0.04063680157699696,0.07721896191724113,0.3224852171005917,0.1068935527574171,0.07440631367805436,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.8
1442,1e-08,0.012722871870606067,1e-08,0.32840237686390533,0.007853413141361256,0.15971863475120648,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.4
332,0.3026315889473684,0.04739552971133052,0.0985318536306516,0.2958579981656805,0.15939500709133217,0.1648989930138779,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.7
1369,0.09210527315789473,0.03165217393011041,0.06538820329196283,0.378698234852071,0.04908377963350786,0.2602175850470322,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.0
2349,1e-08,0.013046808663660366,1e-08,0.2781065188757396,0.01127109784176847,0.1754778298871227,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.4
569,0.19473685210526315,0.042203135842208334,0.11176397485484396,0.27514793899408285,0.052283314246655034,0.02892822114049677,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.8
114,0.39473685210526316,0.11563794724444584,0.32135304278279536,0.4644970514201183,0.40779523978475857,0.12105680308558496,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.5
4168,1e-08,0.0035044966564390613,1e-08,0.24260356029585797,0.001963360785340314,0.023311622182021433,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.8
3669,1e-08,0.0004648783082606475,1e-08,1e-08,1e-08,0.05654771019358181,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.0
606,0.18421053631578946,0.053487186727694064,0.006367715278226104,0.39349113426035504,0.06006400069226295,0.029555317140714892,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.1
471,0.22368422052631579,0.020941516968333455,1e-08,0.26627219934911245,0.0318499227399651,0.17070644727676745,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.2
214,0.3157894836842105,0.029411462543519073,0.11684388244265372,0.38461539461538463,0.04341187736474695,0.1772500577138261,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.2
4225,0.003947378421052632,0.012966755561110396,0.0008249844628168653,0.27218935911242603,0.010471214188481676,0.33724133289991004,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.7
1060,0.11842106263157894,0.030605745694642313,0.04086008910614843,0.2958579981656805,0.04181211005817336,0.17351474675600512,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.8
4554,1e-08,0.0004537919591751105,1e-08,0.3254437969822485,0.00029087678301337985,0.028028474705401207,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,3.4
3767,0.010526325789473684,0.02182240946294879,0.0033374294832591174,0.3076923176923077,0.02734148760325771,0.15906427370750062,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.7
2013,0.06052632578947369,0.008996185403722216,0.002093893466195644,0.41124261355029584,0.0041448616579406634,0.08005017768001745,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,6.5
2537,0.039473694210526315,0.015511951520953327,0.023047828388982575,0.2869822585207101,0.019633517853403143,0.19936200798238676,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.7
3284,0.02105264157894737,0.004671628702503018,0.0001643707382806512,0.29289941828402366,0.0013089105235602094,0.10630641455871527,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.8
3779,1e-08,0.009726381441884542,1e-08,0.3047337378106509,0.004217578353694008,0.02336615226899692,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.5
866,0.14473685210526316,0.025701717964173587,0.0034038650354343085,0.27218935911242603,0.03497674065735893,0.04896802810398888,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.2
3337,0.01578948368421053,0.16407351999802353,0.0879015451170357,0.5177514892899409,0.4285194980744619,0.45611692250647545,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,8.4
2094,0.05263158894736842,0.022426304266298894,0.06739110032465441,0.3431952762721893,0.029522988475858058,0.39381629813697955,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.9
1398,0.09210527315789473,0.02958405531033243,0.030637734051240963,0.2958579981656805,0.044575344496800465,0.09174688133625977,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.2
63,0.47368422052631576,0.07696753730461735,0.268585495697655,0.42307693307692307,0.19117220313554392,0.12018432169397715,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.7
4075,0.005263167894736842,0.015102103802699452,0.006462174854218635,0.2603550395857988,0.01563409958696917,0.4521634912007525,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.6
1674,0.07894737842105262,0.05485990676309958,1e-08,0.27218935911242603,0.0477021624141943,0.029528052097227146,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.4
3252,0.03684211526315789,0.016824028415971092,0.006488678414232549,0.33136095674556215,0.021160568464223387,0.23123484381955994,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.4
1171,0.10526316789473683,0.07739748823875704,0.060917921343988074,0.3254437969822485,0.08195172611401977,0.031245749836955043,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.4
906,0.13157895736842104,0.04354252030976501,0.06228522863839251,0.3520710159171598,0.0671175201803374,0.04021594914442294,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.0
651,0.17105264157894737,0.03819085168317184,0.047999827725120604,0.3520710159171598,0.03388599022105876,0.0302369432279085,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.0
1096,0.11842106263157894,0.01691797857174789,0.015239580322495935,0.29289941828402366,0.02414195299011053,0.09324645872808572,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.0
4033,0.006578957368421052,0.01393882862290333,0.00011627329236023177,0.28402367863905326,0.03206807282722513,0.07282494115576518,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.6
3943,0.007894746842105263,0.001792243332345989,1e-08,0.2988165780473373,0.0012361938278068643,0.01747690287564414,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.2
2731,0.03421053631578948,0.1208259520294498,0.017052892484679408,0.591715986331361,0.24272834042466548,0.4285519635403659,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,8.3
3370,1e-08,0.0024306363597073944,1e-08,0.2781065188757396,0.006108212443280977,0.15840991266379476,1.00000001,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,6.8
2844,1e-08,0.007134013392180696,1e-08,0.34911243603550296,0.005235612094240838,0.12885460552307984,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.4
2662,0.02631579947368421,0.01150345227598601,0.006281260106630191,0.32840237686390533,0.014252482367655613,0.07263408585135098,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,7.2
3530,0.01578948368421053,0.03802809923609898,1e-08,0.26627219934911245,0.12150960860383944,0.04416938045014587,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.9
3431,0.01710527315789474,0.027414254528667727,0.004250498664745607,0.31065089757396447,0.04064864292611984,0.13199008552417046,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.0
234,0.35526316789473683,0.07330367767024563,0.20989464990371698,0.28994083840236684,0.17444736311227457,0.04765930601657715,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.8
2383,0.04736843105263158,0.007233911596380018,0.00013708990884894463,0.28994083840236684,0.004363011745200698,0.09117431542301714,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.4
2263,1e-08,0.014028433094300763,1e-08,0.34911243603550296,0.01607039976148924,0.19805328589497503,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.8
672,0.13157895736842104,0.048598468826162346,0.04741104954864554,0.4349112526035503,0.08471496055264688,0.11255010951740872,1e-08,1e-08,1.00000001,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.1
3445,0.01578948368421053,0.056879837967546656,0.04968878323677906,0.35502959579881654,0.08762362838278068,0.3091038080205578,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,7.5
4099,0.005263167894736842,0.014846173258362396,0.002140294334199053,0.35502959579881654,0.014325199063408959,0.12255638047741091,1.00000001,1e-08,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.3
2179,0.05263158894736842,0.009415839178764844,0.006387309856456201,0.2958579981656805,0.00807156322862129,0.11211386882160482,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.6
2814,0.031578957368421055,0.011760412993072128,0.0271817140871,0.30177515792899406,0.00996219731820826,0.15688307022848105,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.2
1179,0.10789474684210526,0.0290000570030593,0.032868780999785484,0.31065089757396447,0.03744910831297266,0.08749353455217165,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.5
3838,0.02631579947368421,0.006382800459419413,0.0023141092798235853,0.31065089757396447,0.0058900623560209425,0.19862585180821768,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.8
3092,0.02631579947368421,0.01710793009201247,0.0025189540257865035,0.28402367863905326,0.015270516108202443,0.0826676218548409,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.1
4484,1e-08,0.000721326223169018,1e-08,0.24852072005917158,0.0005090268702734148,0.08392181385527714,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,5.5
1690,0.0763157994736842,0.023475945224542053,0.02820562038108868,0.2692307792307692,0.03134090586969168,0.017286047571229927,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.5
4321,0.0028947468421052633,0.0013934522686194744,0.0005021683686711354,0.29289941828402366,0.0010907604363001745,0.30144233080050165,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.8
199,0.3684210626315789,0.31061980903739494,0.23494241550365974,0.42307693307692307,0.5079261298371146,0.14423209005016768,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.5
946,0.13157895736842104,0.07186675114747115,0.03924858183837468,0.3816568147337278,0.10951135380453751,0.2021975725051122,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.5
207,0.17105264157894737,0.049258374418824594,0.09373071065278045,0.3343195366272189,0.1243455597382199,0.2747225881825122,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.1
1639,0.07894737842105262,0.019282547102593802,0.006072856492571591,0.31952663721893493,0.022760335770796978,0.1083512928202961,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.7
192,0.34210527315789474,0.03293926628071741,0.017774264861032986,0.48816569047337277,0.050465396852821406,0.09081986985767647,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.3
3831,0.009210536315789473,0.008932861758409802,0.004665617564690425,0.39644971414201186,0.005962779051774288,0.49843226999945467,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.4
4409,1e-08,0.0008952346873292938,1e-08,0.24852072005917158,0.00029087678301337985,0.08962020794421571,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,3.5
2533,0.04473685210526316,0.04988137538616479,0.04581505144208819,0.28106509875739644,0.08769634507853402,0.05891976897701557,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.1
3926,0.007894746842105263,0.0044975237974194185,0.001473878887081942,0.34615385615384614,0.002545094351367074,0.21217657842162663,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,5.7
930,0.13157895736842104,0.09513200462384591,0.07991837090019156,0.3136094774556213,0.1649214759685864,0.03915261244840091,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.8
3492,0.01578948368421053,0.014201647162639055,1e-08,0.3254437969822485,0.005381045485747527,0.38773619343921256,1e-08,1.00000001,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.6
227,0.30789474684210527,0.05128812881153629,0.09395040852591956,0.3224852171005917,0.11249273833042465,0.0751697348957112,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.9
4000,1e-08,0.013193812716013904,1e-08,0.39644971414201186,0.004435728440954043,0.3016331861049159,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.1
3977,1e-08,0.0002157181231879431,1e-08,0.31065089757396447,0.0002181600872600349,0.12356518708645745,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.8
269,0.27631579947368423,0.07135783096215495,0.09578519979495384,0.2869822585207101,0.09067772960442116,0.08032282811489488,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,6.7
3088,0.05263158894736842,0.022264878937556864,0.0007063291031990137,0.31065089757396447,0.026541603949970915,0.05311231471412602,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.4
4634,1e-08,0.004427966579086622,1e-08,0.2988165780473373,0.001963360785340314,0.15903700866401285,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.5
932,0.14210527315789473,0.09665690355941649,0.04752967083323123,0.3905325543786982,0.32300757253635837,0.1175123474321782,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.7
3094,1e-08,0.009493306570556631,1e-08,0.27514793899408285,0.0033449780046538686,0.1027619589053085,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.9
2353,0.04736843105263158,0.006517699410922267,1e-08,0.3698224952071006,0.008726013490401396,0.16119094709954468,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.2
4423,0.002631588947368421,0.0011116406326343957,1e-08,0.26627219934911245,0.0005817435660267598,0.033017977663658424,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,6.6
2249,1e-08,0.00750849032325222,1e-08,0.36686391532544377,0.0006544602617801048,0.3737764911734875,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,4.9
3823,0.009473694210526316,0.024120224627012847,0.016063716539521673,0.3343195366272189,0.021742302030250148,0.48403632703792565,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.4
3005,0.02631579947368421,0.0068701361272361225,1e-08,0.28994083840236684,0.004508445136707388,0.15219348274858902,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.5
48,0.5131579047368422,0.049509809663893005,0.07090749873499075,0.33727811650887574,0.18891798556719022,0.04823187192981978,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.5
4114,0.005263167894736842,0.006008663873668534,0.00014013334724764077,0.3076923176923077,0.006253645834787667,0.3259263398524961,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.3
1372,0.09210527315789473,0.004274461702689107,0.024719074209716196,0.31065089757396447,0.01636126654450262,0.12719143787032744,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.5
